Matchday,Date,Team 1,FT,HT,Team 2,Comments
36,Sun Dec 1 2019,Avaí FC,1-1,0-1,Fluminense FC,
36,Sun Dec 1 2019,Goiás EC,1-2,1-2,Fortaleza EC,
36,Sun Dec 1 2019,CA Mineiro,2-1,1-1,SC Corinthians Paulista,
36,Sun Dec 1 2019,CS Alagoano,1-2,0-1,EC Bahia,
36,Sun Dec 1 2019,Grêmio FBPA,3-0,0-0,São Paulo FC,
36,Sun Dec 1 2019,Santos FC,2-0,1-0,Chapecoense AF,
36,Mon Dec 2 2019,CR Vasco da Gama,1-0,1-0,Cruzeiro EC,
37,Wed Dec 4 2019,CA Paranaense,1-0,0-0,Santos FC,
37,Wed Dec 4 2019,CA Mineiro,2-0,1-0,Botafogo FR,
37,Wed Dec 4 2019,Ceará SC,0-1,0-0,SC Corinthians Paulista,
37,Thu Dec 5 2019,Chapecoense AF,3-0,1-0,CS Alagoano,
37,Thu Dec 5 2019,São Paulo FC,2-1,1-0,SC Internacional,
37,Thu Dec 5 2019,Fluminense FC,0-0,0-0,Fortaleza EC,
37,Thu Dec 5 2019,Grêmio FBPA,2-0,0-0,Cruzeiro EC,
37,Thu Dec 5 2019,EC Bahia,1-1,1-0,CR Vasco da Gama,
37,Thu Dec 5 2019,SE Palmeiras,5-1,2-1,Goiás EC,
37,Thu Dec 5 2019,CR Flamengo,6-1,3-1,Avaí FC,
38,Sun Dec 8 2019,SC Internacional,2-1,0-1,CA Mineiro,
38,Sun Dec 8 2019,Cruzeiro EC,0-2,0-0,SE Palmeiras,
38,Sun Dec 8 2019,Santos FC,4-0,2-0,CR Flamengo,
38,Sun Dec 8 2019,Botafogo FR,1-1,1-0,Ceará SC,
38,Sun Dec 8 2019,CR Vasco da Gama,1-1,0-0,Chapecoense AF,
38,Sun Dec 8 2019,SC Corinthians Paulista,1-2,0-2,Fluminense FC,
38,Sun Dec 8 2019,Avaí FC,0-0,0-0,CA Paranaense,
38,Sun Dec 8 2019,Goiás EC,3-2,2-2,Grêmio FBPA,
38,Sun Dec 8 2019,Fortaleza EC,2-1,1-1,EC Bahia,
38,Sun Dec 8 2019,CS Alagoano,1-2,1-2,São Paulo FC,
