Matchday,Date,Team 1,FT,HT,Team 2,Comments
37,Wed Jul 29 2020,ACF Fiorentina,,,Bologna FC 1909,
37,Wed Jul 29 2020,SS Lazio,,,Brescia Calcio,
37,Wed Jul 29 2020,Parma Calcio 1913,,,Atalanta BC,
37,Wed Jul 29 2020,Udinese Calcio,,,US Lecce,
37,Wed Jul 29 2020,UC Sampdoria,,,AC Milan,
37,Wed Jul 29 2020,Cagliari Calcio,,,Juventus FC,
37,Wed Jul 29 2020,Torino FC,,,AS Roma,
37,Wed Jul 29 2020,Hellas Verona FC,,,SPAL 2013,
37,Wed Jul 29 2020,US Sassuolo Calcio,,,Genoa CFC,
38,Sun Aug 2 2020,Juventus FC,,,AS Roma,
38,Sun Aug 2 2020,SSC Napoli,,,SS Lazio,
38,Sun Aug 2 2020,AC Milan,,,Cagliari Calcio,
38,Sun Aug 2 2020,Atalanta BC,,,FC Internazionale Milano,
38,Sun Aug 2 2020,Bologna FC 1909,,,Torino FC,
38,Sun Aug 2 2020,Genoa CFC,,,Hellas Verona FC,
38,Sun Aug 2 2020,Brescia Calcio,,,UC Sampdoria,
38,Sun Aug 2 2020,US Sassuolo Calcio,,,Udinese Calcio,
38,Sun Aug 2 2020,SPAL 2013,,,ACF Fiorentina,
38,Sun Aug 2 2020,US Lecce,,,Parma Calcio 1913,
