Matchday,Date,Team 1,FT,HT,Team 2,Comments
36,Thu Nov 22 2018,Chapecoense AF,2-1,2-0,SC Recife,
37,Sat Nov 24 2018,Santos FC,3-2,3-1,CA Mineiro,
37,Sun Nov 25 2018,Cruzeiro EC,0-2,0-1,CR Flamengo,
37,Sun Nov 25 2018,CR Vasco da Gama,0-1,0-0,SE Palmeiras,
37,Sun Nov 25 2018,CA Paranaense,2-2,0-1,Ceará SC,
37,Sun Nov 25 2018,EC Vitória,0-0,0-0,Grêmio FBPA,
37,Sun Nov 25 2018,SC Internacional,2-0,0-0,Fluminense FC,
37,Sun Nov 25 2018,SC Corinthians Paulista,0-0,0-0,Chapecoense AF,
37,Sun Nov 25 2018,América MG,1-0,0-0,EC Bahia,
37,Mon Nov 26 2018,São Paulo FC,0-0,0-0,SC Recife,
37,Mon Nov 26 2018,Botafogo FR,2-1,1-0,Paraná Clube,
38,Sat Dec 1 2018,CA Mineiro,1-0,1-0,Botafogo FR,
38,Sat Dec 1 2018,CR Flamengo,1-2,1-0,CA Paranaense,
38,Sun Dec 2 2018,Grêmio FBPA,1-0,1-0,SC Corinthians Paulista,
38,Sun Dec 2 2018,EC Bahia,0-0,0-0,Cruzeiro EC,
38,Sun Dec 2 2018,Fluminense FC,1-0,1-0,América MG,
38,Sun Dec 2 2018,SC Recife,2-1,0-0,Santos FC,
38,Sun Dec 2 2018,SE Palmeiras,3-2,1-0,EC Vitória,
38,Sun Dec 2 2018,Ceará SC,0-0,0-0,CR Vasco da Gama,
38,Sun Dec 2 2018,Paraná Clube,1-1,0-0,SC Internacional,
38,Sun Dec 2 2018,Chapecoense AF,1-0,0-0,São Paulo FC,
