Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
19,Sat Jan 9 2021,21:00,CET / UTC+0100,Montpellier HSC,1-1,1-0,FC Nantes,,FINISHED,2021-01-09T20:00:00Z
19,Sat Jan 9 2021,21:00,CET / UTC+0100,Paris Saint-Germain FC,3-0,1-0,Stade Brestois 29,,FINISHED,2021-01-09T20:00:00Z
19,Sat Jan 9 2021,21:00,CET / UTC+0100,FC Girondins de Bordeaux,2-1,2-1,FC Lorient,,FINISHED,2021-01-09T20:00:00Z
19,Sat Jan 9 2021,21:00,CET / UTC+0100,Stade Rennais FC 1901,2-2,1-0,Olympique Lyonnais,,FINISHED,2021-01-09T20:00:00Z
19,Sat Jan 9 2021,21:00,CET / UTC+0100,Stade de Reims,3-1,2-0,AS Saint-Étienne,,FINISHED,2021-01-09T20:00:00Z
19,Sat Jan 9 2021,21:00,CET / UTC+0100,AS Monaco FC,3-0,1-0,Angers SCO,,FINISHED,2021-01-09T20:00:00Z
19,Sat Jan 9 2021,21:00,CET / UTC+0100,Dijon Football Côte d'Or,0-0,0-0,Olympique de Marseille,,FINISHED,2021-01-09T20:00:00Z
19,Sat Jan 9 2021,21:00,CET / UTC+0100,Racing Club de Lens,0-1,0-1,RC Strasbourg Alsace,,FINISHED,2021-01-09T20:00:00Z
19,Sat Jan 9 2021,21:00,CET / UTC+0100,Nîmes Olympique,0-1,0-1,Lille OSC,,FINISHED,2021-01-09T20:00:00Z
19,Sat Jan 9 2021,21:00,CET / UTC+0100,FC Metz,1-1,0-1,OGC Nice,,FINISHED,2021-01-09T20:00:00Z
20,Fri Jan 15 2021,21:00,CET / UTC+0100,Montpellier HSC,2-3,0-2,AS Monaco FC,,FINISHED,2021-01-15T20:00:00Z
20,Sat Jan 16 2021,17:00,CET / UTC+0100,Olympique de Marseille,1-2,0-0,Nîmes Olympique,,FINISHED,2021-01-16T16:00:00Z
20,Sat Jan 16 2021,21:00,CET / UTC+0100,Angers SCO,0-1,0-0,Paris Saint-Germain FC,,FINISHED,2021-01-16T20:00:00Z
20,Sun Jan 17 2021,13:00,CET / UTC+0100,Stade Brestois 29,1-2,1-1,Stade Rennais FC 1901,,FINISHED,2021-01-17T12:00:00Z
20,Sun Jan 17 2021,15:00,CET / UTC+0100,OGC Nice,0-3,0-0,FC Girondins de Bordeaux,,FINISHED,2021-01-17T14:00:00Z
20,Sun Jan 17 2021,15:00,CET / UTC+0100,FC Nantes,1-1,1-0,Racing Club de Lens,,FINISHED,2021-01-17T14:00:00Z
20,Sun Jan 17 2021,15:00,CET / UTC+0100,RC Strasbourg Alsace,1-0,1-0,AS Saint-Étienne,,FINISHED,2021-01-17T14:00:00Z
20,Sun Jan 17 2021,17:00,CET / UTC+0100,Lille OSC,2-1,0-1,Stade de Reims,,FINISHED,2021-01-17T16:00:00Z
20,Sun Jan 17 2021,21:00,CET / UTC+0100,Olympique Lyonnais,0-1,0-0,FC Metz,,FINISHED,2021-01-17T20:00:00Z
9,Wed Jan 20 2021,21:00,CET / UTC+0100,Olympique de Marseille,0-1,0-0,Racing Club de Lens,,FINISHED,2021-01-20T20:00:00Z
21,Fri Jan 22 2021,21:00,CET / UTC+0100,Paris Saint-Germain FC,4-0,1-0,Montpellier HSC,,FINISHED,2021-01-22T20:00:00Z
21,Sat Jan 23 2021,17:00,CET / UTC+0100,Racing Club de Lens,0-1,0-0,OGC Nice,,FINISHED,2021-01-23T16:00:00Z
21,Sat Jan 23 2021,21:00,CET / UTC+0100,AS Monaco FC,3-1,0-1,Olympique de Marseille,,FINISHED,2021-01-23T20:00:00Z
21,Sun Jan 24 2021,13:00,CET / UTC+0100,FC Girondins de Bordeaux,2-1,2-1,Angers SCO,,FINISHED,2021-01-24T12:00:00Z
21,Sun Jan 24 2021,15:00,CET / UTC+0100,Stade de Reims,1-0,1-0,Stade Brestois 29,,FINISHED,2021-01-24T14:00:00Z
21,Sun Jan 24 2021,15:00,CET / UTC+0100,Dijon Football Côte d'Or,1-1,0-0,RC Strasbourg Alsace,,FINISHED,2021-01-24T14:00:00Z
21,Sun Jan 24 2021,15:00,CET / UTC+0100,FC Metz,2-0,1-0,FC Nantes,,FINISHED,2021-01-24T14:00:00Z
21,Sun Jan 24 2021,17:00,CET / UTC+0100,Stade Rennais FC 1901,0-1,0-1,Lille OSC,,FINISHED,2021-01-24T16:00:00Z
21,Sun Jan 24 2021,21:00,CET / UTC+0100,AS Saint-Étienne,0-5,0-2,Olympique Lyonnais,,FINISHED,2021-01-24T20:00:00Z
20,Wed Jan 27 2021,21:00,CET / UTC+0100,FC Lorient,3-2,1-2,Dijon Football Côte d'Or,,FINISHED,2021-01-27T20:00:00Z
22,Fri Jan 29 2021,21:00,CET / UTC+0100,Olympique Lyonnais,2-1,1-0,FC Girondins de Bordeaux,,FINISHED,2021-01-29T20:00:00Z
22,Sat Jan 30 2021,17:00,CET / UTC+0100,Montpellier HSC,1-2,0-1,Racing Club de Lens,,FINISHED,2021-01-30T16:00:00Z
22,Sun Jan 31 2021,13:00,CET / UTC+0100,OGC Nice,0-1,0-0,AS Saint-Étienne,,FINISHED,2021-01-31T12:00:00Z
22,Sun Jan 31 2021,15:00,CET / UTC+0100,Stade Brestois 29,2-4,1-1,FC Metz,,FINISHED,2021-01-31T14:00:00Z
22,Sun Jan 31 2021,15:00,CET / UTC+0100,FC Lorient,3-2,1-1,Paris Saint-Germain FC,,FINISHED,2021-01-31T14:00:00Z
22,Sun Jan 31 2021,15:00,CET / UTC+0100,Angers SCO,3-1,2-1,Nîmes Olympique,,FINISHED,2021-01-31T14:00:00Z
22,Sun Jan 31 2021,15:00,CET / UTC+0100,RC Strasbourg Alsace,0-1,0-0,Stade de Reims,,FINISHED,2021-01-31T14:00:00Z
22,Sun Jan 31 2021,17:00,CET / UTC+0100,Lille OSC,1-0,1-0,Dijon Football Côte d'Or,,FINISHED,2021-01-31T16:00:00Z
22,Sun Jan 31 2021,21:00,CET / UTC+0100,FC Nantes,1-2,0-1,AS Monaco FC,,FINISHED,2021-01-31T20:00:00Z
23,Wed Feb 3 2021,19:00,CET / UTC+0100,FC Girondins de Bordeaux,0-3,0-0,Lille OSC,,FINISHED,2021-02-03T18:00:00Z
23,Wed Feb 3 2021,19:00,CET / UTC+0100,Stade Rennais FC 1901,1-1,1-0,FC Lorient,,FINISHED,2021-02-03T18:00:00Z
23,Wed Feb 3 2021,19:00,CET / UTC+0100,Stade de Reims,0-0,0-0,Angers SCO,,FINISHED,2021-02-03T18:00:00Z
23,Wed Feb 3 2021,19:00,CET / UTC+0100,FC Metz,1-1,0-0,Montpellier HSC,,FINISHED,2021-02-03T18:00:00Z
23,Wed Feb 3 2021,19:00,CET / UTC+0100,RC Strasbourg Alsace,2-2,1-0,Stade Brestois 29,,FINISHED,2021-02-03T18:00:00Z
23,Wed Feb 3 2021,21:00,CET / UTC+0100,Paris Saint-Germain FC,3-0,2-0,Nîmes Olympique,,FINISHED,2021-02-03T20:00:00Z
23,Wed Feb 3 2021,21:00,CET / UTC+0100,AS Saint-Étienne,1-1,0-1,FC Nantes,,FINISHED,2021-02-03T20:00:00Z
23,Wed Feb 3 2021,21:00,CET / UTC+0100,AS Monaco FC,2-1,1-0,OGC Nice,,FINISHED,2021-02-03T20:00:00Z
23,Wed Feb 3 2021,21:00,CET / UTC+0100,Dijon Football Côte d'Or,0-1,0-1,Olympique Lyonnais,,FINISHED,2021-02-03T20:00:00Z
23,Wed Feb 3 2021,21:00,CET / UTC+0100,Racing Club de Lens,2-2,0-2,Olympique de Marseille,,FINISHED,2021-02-03T20:00:00Z
24,Sat Feb 6 2021,17:00,CET / UTC+0100,FC Lorient,1-0,0-0,Stade de Reims,,FINISHED,2021-02-06T16:00:00Z
24,Sat Feb 6 2021,19:00,CET / UTC+0100,Olympique Lyonnais,3-0,2-0,RC Strasbourg Alsace,,FINISHED,2021-02-06T18:00:00Z
24,Sat Feb 6 2021,21:00,CET / UTC+0100,Racing Club de Lens,0-0,0-0,Stade Rennais FC 1901,,FINISHED,2021-02-06T20:00:00Z
24,Sun Feb 7 2021,13:00,CET / UTC+0100,Stade Brestois 29,2-1,0-0,FC Girondins de Bordeaux,,FINISHED,2021-02-07T12:00:00Z
24,Sun Feb 7 2021,15:00,CET / UTC+0100,Montpellier HSC,4-2,0-1,Dijon Football Côte d'Or,,FINISHED,2021-02-07T14:00:00Z
24,Sun Feb 7 2021,15:00,CET / UTC+0100,AS Saint-Étienne,1-0,1-0,FC Metz,,FINISHED,2021-02-07T14:00:00Z
24,Sun Feb 7 2021,15:00,CET / UTC+0100,OGC Nice,3-0,2-0,Angers SCO,,FINISHED,2021-02-07T14:00:00Z
24,Sun Feb 7 2021,15:00,CET / UTC+0100,Nîmes Olympique,3-4,2-2,AS Monaco FC,,FINISHED,2021-02-07T14:00:00Z
24,Sun Feb 7 2021,17:00,CET / UTC+0100,FC Nantes,0-2,0-1,Lille OSC,,FINISHED,2021-02-07T16:00:00Z
24,Sun Feb 7 2021,21:00,CET / UTC+0100,Olympique de Marseille,0-2,0-2,Paris Saint-Germain FC,,FINISHED,2021-02-07T20:00:00Z
25,Sat Feb 13 2021,17:00,CET / UTC+0100,Paris Saint-Germain FC,2-1,1-0,OGC Nice,,FINISHED,2021-02-13T16:00:00Z
25,Sat Feb 13 2021,19:00,CET / UTC+0100,Stade de Reims,1-1,1-0,Racing Club de Lens,,FINISHED,2021-02-13T18:00:00Z
25,Sat Feb 13 2021,21:00,CET / UTC+0100,Olympique Lyonnais,1-2,1-1,Montpellier HSC,,FINISHED,2021-02-13T20:00:00Z
25,Sun Feb 14 2021,13:00,CET / UTC+0100,AS Monaco FC,2-2,0-1,FC Lorient,,FINISHED,2021-02-14T12:00:00Z
25,Sun Feb 14 2021,15:00,CET / UTC+0100,Stade Rennais FC 1901,0-2,0-1,AS Saint-Étienne,,FINISHED,2021-02-14T14:00:00Z
25,Sun Feb 14 2021,15:00,CET / UTC+0100,Angers SCO,1-3,1-2,FC Nantes,,FINISHED,2021-02-14T14:00:00Z
25,Sun Feb 14 2021,15:00,CET / UTC+0100,Dijon Football Côte d'Or,0-2,0-0,Nîmes Olympique,,FINISHED,2021-02-14T14:00:00Z
25,Sun Feb 14 2021,15:00,CET / UTC+0100,FC Metz,1-2,1-1,RC Strasbourg Alsace,,FINISHED,2021-02-14T14:00:00Z
25,Sun Feb 14 2021,17:00,CET / UTC+0100,Lille OSC,0-0,0-0,Stade Brestois 29,,FINISHED,2021-02-14T16:00:00Z
25,Sun Feb 14 2021,21:00,CET / UTC+0100,FC Girondins de Bordeaux,0-0,0-0,Olympique de Marseille,,FINISHED,2021-02-14T20:00:00Z
11,Wed Feb 17 2021,21:00,CET / UTC+0100,Olympique de Marseille,3-2,2-0,OGC Nice,,FINISHED,2021-02-17T20:00:00Z
26,Fri Feb 19 2021,21:00,CET / UTC+0100,Stade Brestois 29,2-3,0-3,Olympique Lyonnais,,FINISHED,2021-02-19T20:00:00Z
26,Sat Feb 20 2021,13:00,CET / UTC+0100,AS Saint-Étienne,1-1,0-0,Stade de Reims,,FINISHED,2021-02-20T12:00:00Z
26,Sat Feb 20 2021,17:00,CET / UTC+0100,FC Nantes,1-1,0-0,Olympique de Marseille,,FINISHED,2021-02-20T16:00:00Z
26,Sun Feb 21 2021,13:00,CET / UTC+0100,Montpellier HSC,2-1,2-0,Stade Rennais FC 1901,,FINISHED,2021-02-21T12:00:00Z
26,Sun Feb 21 2021,15:00,CET / UTC+0100,OGC Nice,1-2,0-2,FC Metz,,FINISHED,2021-02-21T14:00:00Z
26,Sun Feb 21 2021,15:00,CET / UTC+0100,Racing Club de Lens,2-1,1-0,Dijon Football Côte d'Or,,FINISHED,2021-02-21T14:00:00Z
26,Sun Feb 21 2021,15:00,CET / UTC+0100,Nîmes Olympique,2-0,1-0,FC Girondins de Bordeaux,,FINISHED,2021-02-21T14:00:00Z
26,Sun Feb 21 2021,15:00,CET / UTC+0100,RC Strasbourg Alsace,0-0,0-0,Angers SCO,,FINISHED,2021-02-21T14:00:00Z
26,Sun Feb 21 2021,17:05,CET / UTC+0100,FC Lorient,1-4,1-2,Lille OSC,,FINISHED,2021-02-21T16:05:00Z
26,Sun Feb 21 2021,21:00,CET / UTC+0100,Paris Saint-Germain FC,0-2,0-1,AS Monaco FC,,FINISHED,2021-02-21T20:00:00Z
21,Wed Feb 24 2021,19:00,CET / UTC+0100,Nîmes Olympique,1-0,0-0,FC Lorient,,FINISHED,2021-02-24T18:00:00Z
27,Fri Feb 26 2021,21:00,CET / UTC+0100,Stade Rennais FC 1901,1-2,1-1,OGC Nice,,FINISHED,2021-02-26T20:00:00Z
27,Sat Feb 27 2021,13:00,CET / UTC+0100,FC Girondins de Bordeaux,1-2,1-0,FC Metz,,FINISHED,2021-02-27T12:00:00Z
27,Sat Feb 27 2021,17:00,CET / UTC+0100,Dijon Football Côte d'Or,0-4,0-2,Paris Saint-Germain FC,,FINISHED,2021-02-27T16:00:00Z
27,Sun Feb 28 2021,13:00,CET / UTC+0100,AS Monaco FC,2-0,0-0,Stade Brestois 29,,FINISHED,2021-02-28T12:00:00Z
27,Sun Feb 28 2021,15:00,CET / UTC+0100,FC Lorient,2-1,0-1,AS Saint-Étienne,,FINISHED,2021-02-28T14:00:00Z
27,Sun Feb 28 2021,15:00,CET / UTC+0100,Stade de Reims,0-0,0-0,Montpellier HSC,,FINISHED,2021-02-28T14:00:00Z
27,Sun Feb 28 2021,15:00,CET / UTC+0100,Angers SCO,2-2,2-1,Racing Club de Lens,,FINISHED,2021-02-28T14:00:00Z
27,Sun Feb 28 2021,15:00,CET / UTC+0100,Nîmes Olympique,1-1,0-1,FC Nantes,,FINISHED,2021-02-28T14:00:00Z
27,Sun Feb 28 2021,17:05,CET / UTC+0100,Lille OSC,1-1,0-1,RC Strasbourg Alsace,,FINISHED,2021-02-28T16:05:00Z
27,Sun Feb 28 2021,21:00,CET / UTC+0100,Olympique de Marseille,1-1,1-1,Olympique Lyonnais,,FINISHED,2021-02-28T20:00:00Z
28,Wed Mar 3 2021,19:00,CET / UTC+0100,Olympique Lyonnais,1-0,0-0,Stade Rennais FC 1901,,FINISHED,2021-03-03T18:00:00Z
28,Wed Mar 3 2021,19:00,CET / UTC+0100,AS Saint-Étienne,2-3,1-2,Racing Club de Lens,,FINISHED,2021-03-03T18:00:00Z
28,Wed Mar 3 2021,19:00,CET / UTC+0100,OGC Nice,2-1,1-0,Nîmes Olympique,,FINISHED,2021-03-03T18:00:00Z
28,Wed Mar 3 2021,19:00,CET / UTC+0100,Stade Brestois 29,3-1,3-1,Dijon Football Côte d'Or,,FINISHED,2021-03-03T18:00:00Z
28,Wed Mar 3 2021,19:00,CET / UTC+0100,FC Metz,0-1,0-1,Angers SCO,,FINISHED,2021-03-03T18:00:00Z
28,Wed Mar 3 2021,21:00,CET / UTC+0100,Montpellier HSC,1-1,1-1,FC Lorient,,FINISHED,2021-03-03T20:00:00Z
28,Wed Mar 3 2021,21:00,CET / UTC+0100,Lille OSC,2-0,0-0,Olympique de Marseille,,FINISHED,2021-03-03T20:00:00Z
28,Wed Mar 3 2021,21:00,CET / UTC+0100,FC Girondins de Bordeaux,0-1,0-1,Paris Saint-Germain FC,,FINISHED,2021-03-03T20:00:00Z
28,Wed Mar 3 2021,21:00,CET / UTC+0100,FC Nantes,1-2,1-1,Stade de Reims,,FINISHED,2021-03-03T20:00:00Z
28,Wed Mar 3 2021,21:00,CET / UTC+0100,RC Strasbourg Alsace,1-0,0-0,AS Monaco FC,,FINISHED,2021-03-03T20:00:00Z
22,Wed Mar 10 2021,19:00,CET / UTC+0100,Olympique de Marseille,1-0,0-0,Stade Rennais FC 1901,,FINISHED,2021-03-10T18:00:00Z
29,Fri Mar 12 2021,21:00,CET / UTC+0100,Stade de Reims,1-1,1-0,Olympique Lyonnais,,FINISHED,2021-03-12T20:00:00Z
29,Sat Mar 13 2021,13:00,CET / UTC+0100,Angers SCO,0-1,0-0,AS Saint-Étienne,,FINISHED,2021-03-13T12:00:00Z
29,Sat Mar 13 2021,17:00,CET / UTC+0100,Olympique de Marseille,3-1,1-0,Stade Brestois 29,,FINISHED,2021-03-13T16:00:00Z
29,Sun Mar 14 2021,13:00,CET / UTC+0100,Nîmes Olympique,1-1,0-0,Montpellier HSC,,FINISHED,2021-03-14T12:00:00Z
29,Sun Mar 14 2021,15:00,CET / UTC+0100,Stade Rennais FC 1901,1-0,1-0,RC Strasbourg Alsace,,FINISHED,2021-03-14T14:00:00Z
29,Sun Mar 14 2021,15:00,CET / UTC+0100,FC Lorient,1-1,0-0,OGC Nice,,FINISHED,2021-03-14T14:00:00Z
29,Sun Mar 14 2021,15:00,CET / UTC+0100,Dijon Football Côte d'Or,1-3,0-2,FC Girondins de Bordeaux,,FINISHED,2021-03-14T14:00:00Z
29,Sun Mar 14 2021,15:00,CET / UTC+0100,Racing Club de Lens,2-2,2-1,FC Metz,,FINISHED,2021-03-14T14:00:00Z
29,Sun Mar 14 2021,17:05,CET / UTC+0100,AS Monaco FC,0-0,0-0,Lille OSC,,FINISHED,2021-03-14T16:05:00Z
29,Sun Mar 14 2021,21:00,CET / UTC+0100,Paris Saint-Germain FC,1-2,1-0,FC Nantes,,FINISHED,2021-03-14T20:00:00Z
30,Fri Mar 19 2021,21:00,CET / UTC+0100,AS Saint-Étienne,0-4,0-1,AS Monaco FC,,FINISHED,2021-03-19T20:00:00Z
30,Sat Mar 20 2021,13:00,CET / UTC+0100,FC Metz,1-3,0-2,Stade Rennais FC 1901,,FINISHED,2021-03-20T12:00:00Z
30,Sat Mar 20 2021,17:00,CET / UTC+0100,OGC Nice,3-0,1-0,Olympique de Marseille,,FINISHED,2021-03-20T16:00:00Z
30,Sun Mar 21 2021,13:00,CET / UTC+0100,RC Strasbourg Alsace,1-2,1-2,Racing Club de Lens,,FINISHED,2021-03-21T12:00:00Z
30,Sun Mar 21 2021,15:00,CET / UTC+0100,Montpellier HSC,3-1,1-1,FC Girondins de Bordeaux,,FINISHED,2021-03-21T14:00:00Z
30,Sun Mar 21 2021,15:00,CET / UTC+0100,Stade Brestois 29,0-0,0-0,Angers SCO,,FINISHED,2021-03-21T14:00:00Z
30,Sun Mar 21 2021,15:00,CET / UTC+0100,FC Nantes,1-1,1-0,FC Lorient,,FINISHED,2021-03-21T14:00:00Z
30,Sun Mar 21 2021,15:00,CET / UTC+0100,Dijon Football Côte d'Or,0-1,0-0,Stade de Reims,,FINISHED,2021-03-21T14:00:00Z
30,Sun Mar 21 2021,17:05,CET / UTC+0100,Lille OSC,1-2,1-2,Nîmes Olympique,,FINISHED,2021-03-21T16:05:00Z
30,Sun Mar 21 2021,21:00,CET / UTC+0100,Olympique Lyonnais,2-4,0-2,Paris Saint-Germain FC,,FINISHED,2021-03-21T20:00:00Z
31,Sat Apr 3 2021,13:00,CEST / UTC+0200,AS Monaco FC,4-0,0-0,FC Metz,,FINISHED,2021-04-03T11:00:00Z
31,Sat Apr 3 2021,17:00,CEST / UTC+0200,Paris Saint-Germain FC,0-1,0-1,Lille OSC,,FINISHED,2021-04-03T15:00:00Z
31,Sat Apr 3 2021,21:00,CEST / UTC+0200,Racing Club de Lens,1-1,0-0,Olympique Lyonnais,,FINISHED,2021-04-03T19:00:00Z
31,Sun Apr 4 2021,13:00,CEST / UTC+0200,Angers SCO,1-1,0-0,Montpellier HSC,,FINISHED,2021-04-04T11:00:00Z
31,Sun Apr 4 2021,15:00,CEST / UTC+0200,FC Girondins de Bordeaux,2-3,2-3,RC Strasbourg Alsace,,FINISHED,2021-04-04T13:00:00Z
31,Sun Apr 4 2021,15:00,CEST / UTC+0200,FC Lorient,1-0,1-0,Stade Brestois 29,,FINISHED,2021-04-04T13:00:00Z
31,Sun Apr 4 2021,15:00,CEST / UTC+0200,Stade de Reims,2-2,0-0,Stade Rennais FC 1901,,FINISHED,2021-04-04T13:00:00Z
31,Sun Apr 4 2021,15:00,CEST / UTC+0200,FC Nantes,1-2,1-2,OGC Nice,,FINISHED,2021-04-04T13:00:00Z
31,Sun Apr 4 2021,17:05,CEST / UTC+0200,Nîmes Olympique,0-2,0-1,AS Saint-Étienne,,FINISHED,2021-04-04T15:05:00Z
31,Sun Apr 4 2021,21:00,CEST / UTC+0200,Olympique de Marseille,2-0,1-0,Dijon Football Côte d'Or,,FINISHED,2021-04-04T19:00:00Z
32,Fri Apr 9 2021,21:00,CEST / UTC+0200,FC Metz,0-2,0-0,Lille OSC,,FINISHED,2021-04-09T19:00:00Z
32,Sat Apr 10 2021,17:00,CEST / UTC+0200,RC Strasbourg Alsace,1-4,0-3,Paris Saint-Germain FC,,FINISHED,2021-04-10T15:00:00Z
32,Sat Apr 10 2021,21:00,CEST / UTC+0200,Montpellier HSC,3-3,1-2,Olympique de Marseille,,FINISHED,2021-04-10T19:00:00Z
32,Sun Apr 11 2021,13:00,CEST / UTC+0200,Stade Rennais FC 1901,1-0,0-0,FC Nantes,,FINISHED,2021-04-11T11:00:00Z
32,Sun Apr 11 2021,15:00,CEST / UTC+0200,AS Saint-Étienne,4-1,2-1,FC Girondins de Bordeaux,,FINISHED,2021-04-11T13:00:00Z
32,Sun Apr 11 2021,15:00,CEST / UTC+0200,OGC Nice,0-0,0-0,Stade de Reims,,FINISHED,2021-04-11T13:00:00Z
32,Sun Apr 11 2021,15:00,CEST / UTC+0200,Stade Brestois 29,1-1,1-1,Nîmes Olympique,,FINISHED,2021-04-11T13:00:00Z
32,Sun Apr 11 2021,15:00,CEST / UTC+0200,Racing Club de Lens,4-1,2-1,FC Lorient,,FINISHED,2021-04-11T13:00:00Z
32,Sun Apr 11 2021,17:05,CEST / UTC+0200,AS Monaco FC,3-0,0-0,Dijon Football Côte d'Or,,FINISHED,2021-04-11T15:05:00Z
32,Sun Apr 11 2021,21:00,CEST / UTC+0200,Olympique Lyonnais,3-0,2-0,Angers SCO,,FINISHED,2021-04-11T19:00:00Z
33,Fri Apr 16 2021,21:00,CEST / UTC+0200,Lille OSC,1-1,0-1,Montpellier HSC,,FINISHED,2021-04-16T19:00:00Z
33,Sat Apr 17 2021,12:45,CEST / UTC+0200,Angers SCO,0-3,0-1,Stade Rennais FC 1901,,FINISHED,2021-04-17T10:45:00Z
33,Sat Apr 17 2021,17:00,CEST / UTC+0200,Olympique de Marseille,3-2,0-1,FC Lorient,,FINISHED,2021-04-17T15:00:00Z
33,Sun Apr 18 2021,13:00,CEST / UTC+0200,Paris Saint-Germain FC,3-2,0-0,AS Saint-Étienne,,FINISHED,2021-04-18T11:00:00Z
33,Sun Apr 18 2021,15:00,CEST / UTC+0200,Stade Brestois 29,1-1,1-0,Racing Club de Lens,,FINISHED,2021-04-18T13:00:00Z
33,Sun Apr 18 2021,15:00,CEST / UTC+0200,Stade de Reims,0-0,0-0,FC Metz,,FINISHED,2021-04-18T13:00:00Z
33,Sun Apr 18 2021,15:00,CEST / UTC+0200,Dijon Football Côte d'Or,2-0,0-0,OGC Nice,,FINISHED,2021-04-18T13:00:00Z
33,Sun Apr 18 2021,15:00,CEST / UTC+0200,Nîmes Olympique,1-1,0-0,RC Strasbourg Alsace,,FINISHED,2021-04-18T13:00:00Z
33,Sun Apr 18 2021,17:05,CEST / UTC+0200,FC Girondins de Bordeaux,0-3,0-1,AS Monaco FC,,FINISHED,2021-04-18T15:05:00Z
33,Sun Apr 18 2021,21:00,CEST / UTC+0200,FC Nantes,1-2,0-2,Olympique Lyonnais,,FINISHED,2021-04-18T19:00:00Z
34,Fri Apr 23 2021,21:00,CEST / UTC+0200,Stade de Reims,1-3,1-2,Olympique de Marseille,,FINISHED,2021-04-23T19:00:00Z
34,Sat Apr 24 2021,13:00,CEST / UTC+0200,AS Saint-Étienne,1-2,1-0,Stade Brestois 29,,FINISHED,2021-04-24T11:00:00Z
34,Sat Apr 24 2021,17:00,CEST / UTC+0200,FC Metz,1-3,0-1,Paris Saint-Germain FC,,FINISHED,2021-04-24T15:00:00Z
34,Sun Apr 25 2021,13:00,CEST / UTC+0200,OGC Nice,3-1,3-1,Montpellier HSC,,FINISHED,2021-04-25T11:00:00Z
34,Sun Apr 25 2021,15:00,CEST / UTC+0200,Stade Rennais FC 1901,5-1,1-1,Dijon Football Côte d'Or,,FINISHED,2021-04-25T13:00:00Z
34,Sun Apr 25 2021,15:00,CEST / UTC+0200,FC Lorient,4-1,3-0,FC Girondins de Bordeaux,,FINISHED,2021-04-25T13:00:00Z
34,Sun Apr 25 2021,15:00,CEST / UTC+0200,Racing Club de Lens,2-1,1-0,Nîmes Olympique,,FINISHED,2021-04-25T13:00:00Z
34,Sun Apr 25 2021,15:00,CEST / UTC+0200,RC Strasbourg Alsace,1-2,1-0,FC Nantes,,FINISHED,2021-04-25T13:00:00Z
34,Sun Apr 25 2021,17:05,CEST / UTC+0200,Angers SCO,0-1,0-0,AS Monaco FC,,FINISHED,2021-04-25T15:05:00Z
34,Sun Apr 25 2021,21:00,CEST / UTC+0200,Olympique Lyonnais,2-3,2-1,Lille OSC,,FINISHED,2021-04-25T19:00:00Z
35,Fri Apr 30 2021,21:05,CEST / UTC+0200,Olympique de Marseille,1-1,0-0,RC Strasbourg Alsace,,FINISHED,2021-04-30T19:05:00Z
35,Sat May 1 2021,17:00,CEST / UTC+0200,Paris Saint-Germain FC,2-1,1-0,Racing Club de Lens,,FINISHED,2021-05-01T15:00:00Z
35,Sat May 1 2021,21:00,CEST / UTC+0200,Lille OSC,2-0,1-0,OGC Nice,,FINISHED,2021-05-01T19:00:00Z
35,Sun May 2 2021,13:00,CEST / UTC+0200,FC Girondins de Bordeaux,1-0,1-0,Stade Rennais FC 1901,,FINISHED,2021-05-02T11:00:00Z
35,Sun May 2 2021,15:00,CEST / UTC+0200,Stade Brestois 29,1-4,0-2,FC Nantes,,FINISHED,2021-05-02T13:00:00Z
35,Sun May 2 2021,15:00,CEST / UTC+0200,FC Lorient,2-0,1-0,Angers SCO,,FINISHED,2021-05-02T13:00:00Z
35,Sun May 2 2021,15:00,CEST / UTC+0200,Dijon Football Côte d'Or,1-5,0-2,FC Metz,,FINISHED,2021-05-02T13:00:00Z
35,Sun May 2 2021,15:00,CEST / UTC+0200,Nîmes Olympique,2-2,0-1,Stade de Reims,,FINISHED,2021-05-02T13:00:00Z
35,Sun May 2 2021,17:05,CEST / UTC+0200,Montpellier HSC,1-2,1-1,AS Saint-Étienne,,FINISHED,2021-05-02T15:05:00Z
35,Sun May 2 2021,21:00,CEST / UTC+0200,AS Monaco FC,2-3,1-0,Olympique Lyonnais,,FINISHED,2021-05-02T19:00:00Z
36,Fri May 7 2021,21:00,CEST / UTC+0200,Racing Club de Lens,0-3,0-2,Lille OSC,,FINISHED,2021-05-07T19:00:00Z
36,Sat May 8 2021,13:05,CEST / UTC+0200,FC Nantes,3-0,1-0,FC Girondins de Bordeaux,,FINISHED,2021-05-08T11:05:00Z
36,Sat May 8 2021,17:00,CEST / UTC+0200,Olympique Lyonnais,4-1,0-0,FC Lorient,,FINISHED,2021-05-08T15:00:00Z
36,Sun May 9 2021,13:00,CEST / UTC+0200,AS Saint-Étienne,1-0,1-0,Olympique de Marseille,,FINISHED,2021-05-09T11:00:00Z
36,Sun May 9 2021,15:00,CEST / UTC+0200,OGC Nice,3-2,1-2,Stade Brestois 29,,FINISHED,2021-05-09T13:00:00Z
36,Sun May 9 2021,15:00,CEST / UTC+0200,Angers SCO,3-0,1-0,Dijon Football Côte d'Or,,FINISHED,2021-05-09T13:00:00Z
36,Sun May 9 2021,15:00,CEST / UTC+0200,FC Metz,0-3,0-0,Nîmes Olympique,,FINISHED,2021-05-09T13:00:00Z
