Matchday,Date,Team 1,FT,HT,Team 2,Comments
34,Sun Apr 26 2020,Olympique Lyonnais,(*),,AS Monaco FC,canceled
34,Sun Apr 26 2020,FC Girondins de Bordeaux,(*),,Toulouse FC,canceled
34,Sun Apr 26 2020,Stade Rennais FC 1901,(*),,RC Strasbourg Alsace,canceled
34,Sun Apr 26 2020,AS Saint-Étienne,(*),,Angers SCO,canceled
34,Sun Apr 26 2020,Olympique de Marseille,(*),,OGC Nice,canceled
34,Sun Apr 26 2020,Stade Brestois 29,(*),,Montpellier HSC,canceled
34,Sun Apr 26 2020,Stade de Reims,(*),,Paris Saint-Germain FC,canceled
34,Sun Apr 26 2020,FC Nantes,(*),,Amiens SC,canceled
34,Sun Apr 26 2020,Nîmes Olympique,(*),,Lille OSC,canceled
34,Sun Apr 26 2020,FC Metz,(*),,Dijon Football Côte d'Or,canceled
35,Sat May 2 2020,Montpellier HSC,(*),,FC Girondins de Bordeaux,canceled
35,Sat May 2 2020,Paris Saint-Germain FC,(*),,Stade Brestois 29,canceled
35,Sat May 2 2020,Lille OSC,(*),,Stade de Reims,canceled
35,Sat May 2 2020,Toulouse FC,(*),,Nîmes Olympique,canceled
35,Sat May 2 2020,OGC Nice,(*),,FC Nantes,canceled
35,Sat May 2 2020,Angers SCO,(*),,Stade Rennais FC 1901,canceled
35,Sat May 2 2020,AS Monaco FC,(*),,FC Metz,canceled
35,Sat May 2 2020,Dijon Football Côte d'Or,(*),,Olympique Lyonnais,canceled
35,Sat May 2 2020,RC Strasbourg Alsace,(*),,Olympique de Marseille,canceled
35,Sat May 2 2020,Amiens SC,(*),,AS Saint-Étienne,canceled
36,Sat May 9 2020,Olympique Lyonnais,(*),,Montpellier HSC,canceled
36,Sat May 9 2020,FC Girondins de Bordeaux,(*),,Angers SCO,canceled
36,Sat May 9 2020,Stade Rennais FC 1901,(*),,Dijon Football Côte d'Or,canceled
36,Sat May 9 2020,AS Saint-Étienne,(*),,Lille OSC,canceled
36,Sat May 9 2020,Toulouse FC,(*),,Paris Saint-Germain FC,canceled
36,Sat May 9 2020,Olympique de Marseille,(*),,AS Monaco FC,canceled
36,Sat May 9 2020,Stade de Reims,(*),,Amiens SC,canceled
36,Sat May 9 2020,FC Nantes,(*),,Stade Brestois 29,canceled
36,Sat May 9 2020,Nîmes Olympique,(*),,RC Strasbourg Alsace,canceled
36,Sat May 9 2020,FC Metz,(*),,OGC Nice,canceled
37,Sat May 16 2020,RC Strasbourg Alsace,(*),,FC Girondins de Bordeaux,canceled
37,Sat May 16 2020,Montpellier HSC,(*),,FC Nantes,canceled
37,Sat May 16 2020,Paris Saint-Germain FC,(*),,Stade Rennais FC 1901,canceled
37,Sat May 16 2020,Lille OSC,(*),,Amiens SC,canceled
37,Sat May 16 2020,Olympique de Marseille,(*),,FC Metz,canceled
37,Sat May 16 2020,OGC Nice,(*),,AS Saint-Étienne,canceled
37,Sat May 16 2020,Stade Brestois 29,(*),,Nîmes Olympique,canceled
37,Sat May 16 2020,Angers SCO,(*),,Olympique Lyonnais,canceled
37,Sat May 16 2020,AS Monaco FC,(*),,Toulouse FC,canceled
37,Sat May 16 2020,Dijon Football Côte d'Or,(*),,Stade de Reims,canceled
38,Sat May 23 2020,Olympique Lyonnais,(*),,Stade Brestois 29,canceled
38,Sat May 23 2020,FC Girondins de Bordeaux,(*),,Lille OSC,canceled
38,Sat May 23 2020,Stade Rennais FC 1901,(*),,AS Monaco FC,canceled
38,Sat May 23 2020,AS Saint-Étienne,(*),,Dijon Football Côte d'Or,canceled
38,Sat May 23 2020,Toulouse FC,(*),,Montpellier HSC,canceled
38,Sat May 23 2020,Stade de Reims,(*),,Olympique de Marseille,canceled
38,Sat May 23 2020,FC Nantes,(*),,RC Strasbourg Alsace,canceled
38,Sat May 23 2020,Nîmes Olympique,(*),,Paris Saint-Germain FC,canceled
38,Sat May 23 2020,FC Metz,(*),,Angers SCO,canceled
38,Sat May 23 2020,Amiens SC,(*),,OGC Nice,canceled
